id,ds,delta
4471,2022-05-09,-0.00110583
4472,2021-01-18,7.91841e-10
4473,2022-01-25,6.64903e-09
4474,2020-12-26,1.00124e-10
4475,2022-05-20,9.63444e-11
4476,2023-11-15,1.66179e-10
4477,2022-07-14,2.06257e-10
4478,2021-01-26,1.46086e-08
4479,2023-01-02,6.23834e-11
4480,2023-05-04,4.76065e-11
4481,2021-10-27,-1.23654e-11
4482,2024-02-06,5.01004e-08
4483,2020-11-25,-6.3145e-11
4484,2022-03-10,-2.36869e-10
4485,2024-01-27,-1.05971e-09
4486,2022-01-08,2.66221e-10
4487,2024-02-10,-6.01986e-12
4488,2024-09-26,-2.65972e-09
4489,2022-05-28,4.13327e-10
4490,2021-09-25,-1.48581e-10
4491,2021-01-13,-7.25205e-11
4492,2021-01-04,4.15454e-11
4493,2023-01-03,0.00738871
4494,2021-06-09,8.00676e-10
4495,2022-10-07,-6.36422e-10
4496,2021-01-14,1.0394e-10
4497,2021-08-12,-3.69402e-09
4498,2024-09-02,1.37195e-10
4499,2023-09-23,-1.18444e-08
4500,2022-08-29,-3.40166e-09
4501,2024-06-04,-7.12596e-10
4502,2022-04-06,-1.48677e-11
4503,2021-02-26,1.14727e-10
4504,2021-10-06,-6.35773e-11
4505,2023-05-12,-4.19945e-13
4506,2022-07-23,0.155898
4507,2024-04-25,-8.26002e-11
4508,2021-01-30,1.904e-11
4509,2021-06-29,-4.12845e-09
4510,2024-09-21,6.68159e-09
4511,2021-01-08,-4.33981e-11
4512,2021-08-09,-2.13449e-10
4513,2020-10-08,2.84158e-10
4514,2023-02-26,-2.04184e-09
4515,2022-09-09,0.000649694
4516,2022-12-16,-2.49973e-07
4517,2022-11-11,-0.0092049
4518,2023-12-04,0.0111827
4519,2022-03-20,2.02758e-10
4520,2021-02-06,1.17011e-10
4521,2024-09-09,5.02758e-09
4522,2024-06-16,9.59892e-11
4523,2024-05-27,0.060761
4524,2023-05-31,1.47861e-09
4525,2021-12-28,-0.0287028
4526,2021-01-11,-0.00133682
4527,2024-03-06,-7.52344e-12
4528,2023-06-21,7.58268e-13
4529,2024-03-31,5.56742e-11
4530,2024-08-04,-8.07684e-11
4531,2021-11-24,-7.79392e-10
4532,2021-09-20,-0.164745
4533,2023-08-19,2.56604e-07
4534,2022-03-13,1.15446e-08
4535,2024-01-15,1.04663e-10
4536,2021-05-16,7.04982e-11
4537,2024-06-29,0.00881318
4538,2023-04-11,-5.74016e-09
4539,2021-04-13,-4.55472e-11
4540,2023-07-04,0.043252
4541,2023-11-19,2.6579e-10
4542,2021-07-02,-6.32598e-11
4543,2021-01-01,6.1424e-11
4544,2023-10-09,-0.0303158
4545,2023-03-02,-6.43436e-11
4546,2022-06-26,0.0153917
4547,2021-12-10,0.00294032
4548,2022-01-24,-1.63703e-09
4549,2021-03-02,-8.17618e-12
4550,2024-08-04,7.47639e-11
4551,2024-07-25,0.0347178
4552,2021-02-14,-1.01507e-10
4553,2022-10-08,1.02567e-09
4554,2023-04-05,-0.019812
4555,2024-01-19,7.00226e-10
4556,2022-01-08,3.99247e-11
4557,2021-03-11,1.5806e-11
4558,2024-04-02,-3.05678e-10
4559,2020-10-27,5.15297e-10
4560,2022-10-14,-0.0272465
4561,2024-01-09,-2.91354e-10
4562,2021-05-15,0.0397911
4563,2022-05-30,6.13523e-10
4564,2023-08-25,-3.91989e-10
4565,2021-04-30,5.5675e-10
4566,2021-11-07,0.0204301
4567,2022-09-06,-1.09104e-11
4568,2024-06-28,5.01001e-11
4569,2022-10-23,-3.0809e-12
4570,2022-07-31,-1.34469e-07
4571,2022-07-07,2.75501e-10
4572,2021-06-16,-1.97255e-10
4573,2022-01-18,-7.07852e-14
4574,2023-07-08,-0.00516193
4575,2024-08-19,-1.01207e-10
4576,2023-06-27,5.46858e-10
4577,2022-12-23,0.0117905
4578,2021-06-29,-8.29561e-13
4579,2023-02-15,4.54347e-11
4580,2024-05-20,1.27942e-10
4581,2023-04-03,1.66806e-07
4582,2022-09-28,3.64009e-10
4583,2022-03-18,-3.24128e-08
4584,2024-10-10,-1.59524e-09
4585,2023-10-31,-5.24728e-09
4586,2021-02-21,-2.50325e-10
4587,2023-07-24,3.87553e-09
4588,2022-06-23,2.72473e-11
4589,2024-02-14,-1.71678e-09
4590,2020-10-04,-1.09796e-09
4591,2021-02-18,0.0218309
4592,2021-04-22,-1.03042e-10
4593,2023-11-23,-0.0507936
4594,2021-04-02,-0.0131998
4595,2022-09-25,6.19175e-10
4596,2023-01-20,-1.7396e-09
4597,2023-03-25,4.79546e-08
4598,2022-12-20,8.57358e-10
4599,2024-05-30,-4.61524e-10
4600,2024-03-02,-2.33828e-10
4601,2022-01-01,2.56525e-10
4602,2022-09-21,0.0224976
4603,2023-09-11,1.06484e-10
4604,2022-10-26,2.02612e-10
4605,2023-10-20,-2.62558e-10
4606,2022-03-12,-7.13788e-09
4607,2022-12-21,3.39966e-11
4608,2021-09-02,5.43252e-10
4609,2021-07-08,-2.25497e-10
4610,2020-11-20,9.95409e-12
4611,2022-10-19,0.00763696
4612,2023-11-06,0.015461
4613,2023-07-18,-3.79729e-11
4614,2023-09-21,-6.04044e-10
4615,2021-03-18,-7.30325e-09
4616,2023-08-17,9.06712e-10
4617,2022-08-13,3.66375e-10
4618,2021-07-22,1.90801e-10
4619,2022-04-01,6.70299e-11
4620,2024-10-24,-0.0182682
4621,2021-09-29,9.47854e-10
4622,2022-07-12,1.07577e-08
4623,2022-11-03,0.00966199
4624,2023-04-23,6.86965e-12
4625,2021-10-25,0.0124413
4626,2022-10-09,7.5686e-11
4627,2023-04-18,0.00310382
4628,2023-09-15,-1.79541e-05
4629,2023-06-07,5.8435e-09
4630,2023-01-29,-2.34818e-10
4631,2022-08-03,3.9179e-10
4632,2023-01-25,-1.43047e-07
4633,2022-11-10,-0.0077594
4634,2021-03-02,0.0341314
4635,2021-04-17,-2.30043e-11
4636,2020-12-11,1.24134e-09
4637,2023-03-28,0.0730825
4638,2023-03-27,2.37646e-10
4639,2023-04-30,5.13774e-11
4640,2024-01-17,6.78804e-11
4641,2023-10-25,-0.0628159
4642,2021-02-24,-5.87893e-10
4643,2024-07-13,0.0486
4644,2023-01-26,-1.12933e-10
4645,2023-02-10,-4.74969e-11
4646,2021-02-05,-3.31914e-11
4647,2021-11-29,1.40699e-10
4648,2024-06-17,-0.0844261
4649,2023-01-24,-0.00074748
4650,2021-05-13,-0.0382245
4651,2022-07-23,2.52035e-09
4652,2021-07-23,-1.37409e-08
4653,2023-06-15,0.0155848
4654,2023-11-10,1.07985e-09
4655,2022-08-08,-2.43069e-10
4656,2024-09-30,1.11056e-10
4657,2022-08-30,-2.15022e-09
4658,2023-10-21,-5.52716e-11
4659,2024-09-29,1.09536e-11
4660,2024-06-27,-4.20885e-11
4661,2021-06-16,0.022246
4662,2022-08-13,-3.1624e-07
4663,2024-09-12,-1.32134e-11
4664,2022-09-02,-0.00456283
4665,2022-11-12,3.14163e-11
4666,2024-09-20,-0.0285699
4667,2022-07-17,6.82128e-10
4668,2021-08-31,3.43565e-10
4669,2021-03-30,4.21485e-09
4670,2023-01-03,-0.00146102
4671,2023-06-18,5.91632e-10
4672,2020-11-29,1.04793e-09
4673,2022-02-28,1.76064e-09
4674,2023-02-05,1.23176e-09
4675,2023-11-29,-7.3604e-10
4676,2021-01-06,-8.26586e-10
4677,2023-07-05,1.98671e-11
4678,2024-10-05,-1.34119e-09
4679,2024-03-24,0.0267663
4680,2023-11-07,3.15368e-11
4681,2024-10-05,-9.64507e-10
4682,2022-10-08,4.13919e-11
4683,2024-10-27,6.38872e-10
4684,2021-01-12,-2.62496e-09
4685,2021-08-29,8.68508e-10
4686,2022-06-07,1.36021e-07
4687,2022-03-26,-4.72342e-13
4688,2024-09-28,1.22271e-09
4689,2023-01-01,-3.91296e-09
4690,2023-07-11,-7.47733e-08
4691,2023-04-15,-7.55745e-11
4692,2021-08-21,-3.08665e-10
4693,2021-10-05,-3.81724e-11
4694,2020-11-15,-2.30972e-11
4695,2024-07-13,-2.81464e-09
4696,2021-03-09,-3.71405e-09
4697,2022-07-19,-9.89006e-11
4698,2022-06-30,0.00713082
4699,2023-07-25,0.0210082
4700,2022-09-11,1.41846e-09
4701,2023-04-01,-1.24313e-10
4702,2023-07-06,-9.65957e-12
4703,2021-09-05,0.0286553
4704,2022-12-12,-8.09987e-09
4705,2022-01-17,-4.30893e-08
4706,2023-01-21,0.00816728
4707,2022-08-08,-1.46328e-09
4708,2022-08-23,2.20512e-09
4709,2022-03-01,7.53e-06
4710,2021-03-12,1.12354e-09
4711,2021-10-23,0.00345552
4712,2023-03-06,5.03037e-10
4713,2023-02-25,-0.00365971
4714,2020-10-28,6.43275e-10
4715,2021-11-27,1.39325e-10
4716,2024-06-16,7.74442e-10
4717,2022-07-22,0.0157152
4718,2024-03-25,-1.80866e-09
4719,2022-04-15,-1.32323e-10
4720,2024-04-25,-2.55477e-09
4721,2022-10-18,-0.0123839
4722,2020-11-02,4.42482e-10
4723,2022-05-02,-2.28355e-09
4724,2021-08-08,-5.52566e-12
4725,2024-08-03,-9.5937e-11
4726,2024-01-29,1.13145e-08
4727,2023-11-19,1.50339e-08
4728,2021-06-16,-0.000687616
4729,2021-11-11,9.00762e-11
4730,2020-12-14,0.017801
4731,2021-09-22,-0.00577757
4732,2024-10-26,-2.08077e-08
4733,2021-06-09,9.05508e-10
4734,2022-12-26,6.28364e-11
4735,2023-03-17,-4.24221e-11
4736,2021-01-16,0.0157005
4737,2021-05-11,3.96121e-09
4738,2022-04-02,-0.0527173
4739,2022-07-04,2.92381e-10
4740,2022-09-10,-0.00632452
4741,2023-04-20,-3.34635e-10
4742,2021-06-09,4.04962e-09
4743,2022-11-21,-0.0263796
4744,2024-07-05,6.32699e-11
4745,2024-05-01,-4.25968e-07
4746,2024-08-03,-1.0219e-09
4747,2022-04-10,2.68117e-10
4748,2021-06-07,2.09858e-10
4749,2024-06-28,-0.102078
4750,2022-04-08,-0.101267
4751,2022-10-09,7.3791e-11
4752,2021-04-08,2.30234e-12
4753,2021-06-22,-2.09996e-10
4754,2024-04-16,-5.94438e-10
4755,2022-12-23,-9.72483e-09
4756,2024-09-11,0.0479175
4757,2021-12-30,-1.46311e-11
4758,2023-01-21,3.40951e-12
4759,2024-08-06,1.14659e-10
4760,2021-05-09,-1.41562e-11
4761,2024-09-12,-1.86576e-10
4762,2020-10-15,-0.0425848
4763,2023-11-02,-0.00269096
4764,2023-03-12,2.41622e-11
4765,2024-01-18,7.31543e-11
4766,2021-04-25,-8.42543e-11
4767,2024-08-21,-1.70113e-10
4768,2021-10-17,-1.89334e-08
4769,2023-02-21,-1.08071e-09
4770,2022-04-22,-1.6061e-12
4771,2024-10-09,0.0412169
4772,2024-05-12,4.99747e-12
4773,2021-02-01,0.023801
4774,2021-01-15,4.50977e-08
4775,2021-10-25,2.00746e-10
4776,2023-09-01,-7.33837e-10
4777,2023-06-15,5.71237e-09
4778,2024-04-04,0.0139255
4779,2021-06-28,1.96042e-09
4780,2024-02-25,6.91917e-09
4781,2022-11-08,-3.90134e-10
4782,2021-04-29,7.6199e-10
4783,2022-02-07,-1.62473e-09
4784,2021-08-21,0.0618163
4785,2022-04-15,-0.0247405
4786,2021-09-11,-7.19597e-09
4787,2021-12-27,1.58727e-10
4788,2021-01-21,-6.47977e-11
4789,2024-01-21,-2.82466e-11
4790,2022-11-29,-1.39321e-11
4791,2020-11-05,-3.03514e-11
4792,2023-01-17,0.00192653
4793,2022-08-20,5.31542e-10
4794,2020-12-16,7.11979e-10
4795,2021-05-22,6.08339e-09
4796,2023-07-11,8.63711e-11
4797,2020-10-23,0.0116372
4798,2021-08-21,-2.15354e-10
4799,2022-04-03,-2.76369e-10
4800,2022-10-08,-8.46452e-10
4801,2023-06-05,1.04856e-11
4802,2021-09-24,1.16579e-09
4803,2024-03-14,5.39845e-11
4804,2024-02-21,5.26136e-12
4805,2021-03-18,7.44259e-11
4806,2024-07-19,0.0218831
4807,2021-10-03,3.34864e-11
4808,2024-07-08,5.10759e-10
4809,2023-07-25,4.60792e-10
4810,2021-10-16,2.57177e-10
4811,2022-08-28,1.31433e-10
4812,2024-10-07,1.50813e-09
4813,2021-01-18,8.16194e-11
4814,2021-04-24,4.8254e-10
4815,2021-11-13,2.20703e-11
4816,2022-04-13,-0.00425823
4817,2021-05-22,1.25089e-10
4818,2024-06-08,2.78226e-11
4819,2023-08-12,1.19293e-09
4820,2020-12-01,2.69578e-10
4821,2022-09-05,2.351e-09
4822,2022-08-20,3.56768e-10
4823,2023-11-24,7.44777e-14
4824,2024-01-26,0.00927486
4825,2024-06-22,-0.0293445
4826,2021-04-07,2.25826e-10
4827,2023-01-14,1.8105e-11
4828,2023-12-21,-2.08929e-10
4829,2023-12-16,-8.80525e-12
4830,2020-11-05,-0.0304469
4831,2023-02-07,-2.79205e-11
4832,2024-04-23,6.97798e-10
4833,2022-04-06,-1.87722e-10
4834,2023-11-10,-8.71672e-10
4835,2022-04-22,-2.20084e-09
4836,2020-11-07,1.29493e-08
4837,2021-04-23,-5.96463e-11
4838,2022-10-19,-2.14627e-08
4839,2021-02-28,-5.26904e-11
4840,2023-11-29,2.45212e-10
4841,2024-02-22,-5.13414e-10
4842,2022-12-06,-2.03958e-06
4843,2021-10-21,1.15055e-11
4844,2021-03-29,3.33922e-10
4845,2024-02-25,0.0107299
4846,2023-08-14,1.88256e-09
4847,2022-07-07,1.42289e-09
4848,2023-08-13,6.36784e-11
4849,2021-05-24,-1.82377e-11
4850,2021-08-13,-0.00314439
4851,2023-07-31,-2.88441e-10
4852,2023-07-30,3.10137e-10
4853,2022-09-23,8.95217e-10
4854,2024-10-12,-3.15481e-10
4855,2024-05-23,-0.0164334
4856,2020-11-23,-2.68059e-09
4857,2022-10-26,-4.51613e-08
4858,2024-05-17,4.43546e-10
4859,2024-08-20,1.64804e-10
4860,2024-09-16,-0.0349007
4861,2023-01-27,-6.73199e-10
4862,2024-06-06,2.96067e-10
4863,2022-03-07,-3.15441e-10
4864,2021-04-22,0.0373393
4865,2023-05-14,-1.37923e-08
4866,2024-06-20,-1.89961e-10
4867,2024-01-02,1.38752e-06
4868,2024-06-19,1.20806e-12
4869,2022-08-23,-0.00239876
4870,2024-08-18,-1.38631e-09
4871,2021-02-09,-2.20393e-10
4872,2021-07-23,2.76665e-08
4873,2023-04-27,1.80802e-11
4874,2024-06-18,1.57071e-08
4875,2023-12-08,-1.87723e-10
4876,2022-09-17,2.60668e-11
4877,2024-06-21,0.0141862
4878,2023-06-21,-2.61587e-08
4879,2023-07-18,7.09453e-11
4880,2021-08-25,4.53769e-06
4881,2022-12-07,9.83882e-10
4882,2023-11-03,-7.95329e-10
4883,2020-09-29,-0.0263043
4884,2021-12-14,-1.15863e-11
4885,2022-04-01,0.021065
4886,2021-11-01,-0.00407562
4887,2022-01-24,6.95437e-10
4888,2022-08-27,1.72669e-10
4889,2021-06-29,2.75504e-09
4890,2021-03-12,2.31758e-08
4891,2022-08-19,-3.20997e-10
4892,2024-05-02,-2.76908e-09
4893,2022-08-22,6.68754e-11
4894,2022-11-22,-0.00032669
4895,2023-03-11,2.14615e-10
4896,2024-04-01,2.47773e-10
4897,2023-01-08,-9.28797e-05
4898,2021-10-14,1.11418e-09
4899,2022-09-02,1.07178e-10
4900,2024-02-09,-2.42613e-10
4901,2021-07-21,1.08304e-12
4902,2021-05-28,-7.152e-11
4903,2024-10-15,-1.77901e-09
4904,2024-09-03,-0.000539542
4905,2022-08-16,-6.08253e-10
4906,2021-07-17,-1.03841e-07
4907,2024-10-23,1.86637e-12
4908,2022-12-13,-6.07809e-08
4909,2023-03-06,-2.57878e-10
4910,2022-12-18,-8.14731e-10
4911,2023-03-08,1.19447e-10
4912,2024-09-11,0.0733357
4913,2022-12-05,5.64602e-10
4914,2022-04-07,-0.0161745
4915,2023-10-19,1.22344e-09
4916,2023-10-03,-0.015554
4917,2022-11-24,-0.034763
4918,2021-01-15,3.03819e-10
4919,2021-01-26,1.33064e-07
4920,2021-04-19,3.53287e-10
4921,2023-02-07,2.57122e-10
4922,2020-10-02,-1.10059e-09
4923,2024-08-14,1.14967e-09
4924,2021-09-09,-1.34373e-11
4925,2023-12-13,2.90025e-10
4926,2022-09-15,2.00273e-11
4927,2020-11-03,1.13402e-08
4928,2021-12-31,7.50158e-10
4929,2024-01-17,1.31705e-10
4930,2023-06-06,0.0562602
4931,2024-06-12,0.0267692
4932,2024-05-29,1.68973e-09
4933,2021-04-15,-0.0154759
4934,2023-04-27,3.33073e-09
4935,2023-10-22,1.13905e-08
4936,2023-04-14,-0.040229
4937,2024-10-12,6.50161e-11
4938,2022-04-17,-8.18908e-11
4939,2022-04-24,2.67809e-08
4940,2023-02-25,-4.33094e-10
4941,2021-05-18,3.10045e-09
4942,2022-05-02,0.00129033
4943,2023-12-02,-7.66256e-10
4944,2021-02-01,0.00378839
4945,2021-07-01,8.2272e-10
4946,2023-08-14,6.0489e-11
4947,2023-02-15,1.7511e-10
4948,2022-06-29,5.76115e-10
4949,2023-07-25,0.0111582
4950,2022-01-29,-9.37066e-09
4951,2022-10-18,6.24404e-11
4952,2023-08-17,-2.36693e-10
4953,2023-10-24,-0.0258095
4954,2020-11-01,-6.13419e-10
4955,2020-12-14,-3.50439e-09
4956,2024-02-07,4.24623e-10
4957,2021-10-04,2.50474e-10
4958,2020-10-03,1.29758e-10
4959,2021-02-05,3.90932e-10
4960,2024-07-18,1.45814e-09
4961,2021-07-04,6.81895e-10
4962,2021-06-08,-1.63691e-09
4963,2023-09-22,-0.0480697
4964,2024-03-04,-4.30794e-10
4965,2024-08-25,1.48565e-10
4966,2024-03-21,1.97574e-10
4967,2024-10-20,2.46291e-09
4968,2024-07-22,2.52559e-10
4969,2020-10-13,-7.69307e-09
4970,2024-01-18,5.43489e-11
4971,2023-06-13,-1.05351e-10
4972,2023-01-28,3.51243e-10
4973,2024-03-12,6.82724e-10
4974,2023-02-04,-1.17911e-10
4975,2023-04-10,2.69765e-11
4976,2021-04-11,0.0228841
4977,2020-10-23,-3.40798e-11
4978,2023-02-16,0.00416077
4979,2024-06-22,-1.48975e-09
4980,2024-09-09,6.87944e-07
4981,2024-02-07,2.18381e-10
4982,2021-11-30,-0.00267338
4983,2023-01-26,5.90441e-10
4984,2023-12-21,4.78363e-10
4985,2021-07-01,0.00424005
4986,2023-11-09,1.64456e-13
4987,2022-03-23,-5.87712e-10
4988,2022-04-03,-9.10077e-09
4989,2023-09-05,0.0172744
4990,2023-09-16,6.33564e-12
4991,2022-05-08,-2.15532e-11
4992,2022-12-15,-9.58259e-07
4993,2023-10-14,1.17965e-10
4994,2022-03-17,4.25139e-11
4995,2022-04-14,-1.59981e-09
4996,2024-09-04,7.3427e-09
4997,2022-12-17,-2.07254e-10
4998,2020-10-17,-4.09569e-11
4999,2022-02-25,6.14737e-10
5000,2021-06-20,-6.608e-09
5001,2022-03-24,1.42975e-10
5002,2020-11-23,-2.05096e-11
5003,2024-06-30,0.000175357
5004,2022-07-18,-0.108355
5005,2023-02-02,0.10527
5006,2022-12-14,2.0725e-10
5007,2021-11-30,4.94655e-11
5008,2024-07-09,4.06202e-10
5009,2021-05-31,0.0180485
5010,2023-10-04,-1.51477e-10
5011,2022-08-04,-0.0704383
5012,2023-05-19,1.07588e-10
5013,2021-12-02,-0.0153963
5014,2024-06-29,-6.72324e-10
5015,2023-12-20,-7.23983e-11
5016,2021-08-01,-2.36356e-12
5017,2023-09-14,-0.0135628
5018,2021-06-13,-2.86915e-11
5019,2023-10-23,6.88863e-10
5020,2021-01-09,-1.47367e-11
5021,2024-09-15,4.14006e-11
5022,2023-05-01,-0.00293613
5023,2024-05-24,1.46723e-10
5024,2023-09-08,-9.55351e-11
5025,2024-09-30,0.0180517
5026,2022-08-16,-0.00301585
5027,2023-09-19,1.01787e-10
5028,2022-10-11,-0.0173507
5029,2020-12-21,0.121819
5030,2023-06-16,-4.45888e-11
5031,2021-03-31,-2.93425e-10
5032,2021-07-12,4.81431e-11
5033,2024-09-16,-1.88602e-10
5034,2024-01-08,9.82816e-10
5035,2023-09-01,0.00360951
5036,2023-06-20,1.69427e-10
5037,2023-10-19,-2.68306e-10
5038,2021-08-30,3.49689e-10
5039,2022-06-01,-1.32137e-10
5040,2022-08-01,3.38849e-09
5041,2022-06-26,0.0686262
5042,2022-06-30,1.3002e-09
5043,2024-06-06,-0.0294249
5044,2024-08-22,-8.61197e-08
5045,2020-10-07,-8.27837e-08
5046,2022-10-19,1.12037e-09
5047,2022-11-18,6.45158e-11
5048,2021-10-11,1.07116e-09
5049,2020-11-17,4.24225e-10
5050,2023-05-07,-9.81056e-10
5051,2021-06-29,1.17176e-10
5052,2020-12-21,0.0272666
5053,2022-08-04,-1.19101e-09
5054,2022-01-30,-0.0603216
5055,2023-07-27,-9.2743e-08
5056,2021-02-08,-4.13946e-11
5057,2021-07-27,-1.46449e-08
5058,2021-02-26,-0.024243
5059,2024-07-08,-5.7418e-10
5060,2024-07-09,-1.14662e-09
5061,2024-01-29,-3.22101e-10
5062,2023-04-23,-1.90581e-10
5063,2022-07-18,1.51199e-09
5064,2024-09-09,8.45694e-11
5065,2021-09-13,-1.08216e-10
5066,2021-07-15,6.83862e-10
5067,2022-06-07,2.62722e-10
5068,2023-08-27,6.42987e-10
5069,2021-10-08,-0.0391514
5070,2022-07-22,-2.08226e-09
5071,2021-09-11,-4.51264e-11
5072,2022-01-29,4.69741e-10
5073,2024-01-10,-3.20044e-10
5074,2022-12-19,6.8749e-12
5075,2021-03-17,-0.00828215
5076,2021-05-05,7.79322e-11
5077,2022-05-29,0.0164949
5078,2022-07-11,-4.35069e-09
5079,2024-04-03,-0.0123563
5080,2022-02-12,-0.0276658
5081,2021-04-25,3.16247e-11
5082,2023-09-17,-0.00665234
5083,2023-04-29,-2.20473e-07
5084,2022-03-27,5.33005e-11
5085,2022-07-20,-2.21198e-10
5086,2020-11-06,-9.63388e-10
5087,2023-10-21,4.51183e-12
5088,2021-10-08,8.31741e-11
5089,2023-05-12,0.0010807
5090,2022-05-23,-0.00296933
5091,2021-10-17,-0.00082701
5092,2021-07-29,-0.0489448
5093,2020-10-29,-3.44814e-10
5094,2022-03-17,3.99792e-10
5095,2023-03-09,5.21103e-10
5096,2021-06-01,1.8021e-11
5097,2023-11-23,0.0116812
5098,2024-09-29,0.0219672
5099,2024-06-20,-4.771e-13
5100,2021-05-03,-2.55997e-13
5101,2024-05-14,7.18672e-12
5102,2021-11-13,7.48351e-10
5103,2022-03-14,1.33409e-10
5104,2022-08-07,1.60799e-10
5105,2020-09-27,2.1737e-09
5106,2022-06-11,0.0160243
5107,2024-05-22,1.5723e-10
5108,2023-03-05,3.92946e-10
5109,2021-07-01,0.0296463
5110,2021-02-25,-1.35367e-10
5111,2024-07-15,6.92034e-10
5112,2023-12-07,-4.35027e-08
5113,2020-10-20,-3.53199e-07
5114,2022-08-25,3.09839e-09
5115,2021-08-25,0.050861
5116,2022-01-26,-3.76531e-11
5117,2023-10-22,-0.0274503
5118,2022-08-11,6.64414e-10
5119,2020-11-04,9.58079e-11
5120,2023-05-31,-0.00354545
5121,2023-02-23,2.12373e-09
5122,2024-01-13,-6.05761e-10
5123,2023-10-29,8.77854e-10
5124,2022-08-11,0.0906224
5125,2022-02-25,1.16951e-11
5126,2024-08-29,2.39537e-09
5127,2021-02-17,7.4021e-12
5128,2023-03-28,-1.05241e-08
5129,2022-06-26,2.1885e-09
5130,2022-10-08,-2.03365e-10
5131,2022-12-21,-1.46883e-10
5132,2022-07-05,-8.67932e-10
5133,2021-03-15,8.58212e-11
5134,2021-06-29,6.37106e-10
5135,2021-05-23,-8.89757e-11
5136,2022-02-02,-2.25581e-11
5137,2022-12-29,-1.66886e-11
5138,2023-07-03,2.30008e-07
5139,2022-02-23,-5.15768e-09
5140,2024-01-11,1.0976e-09
5141,2021-04-10,-1.69804e-10
5142,2023-11-06,8.14259e-12
5143,2024-02-25,-1.30192e-10
5144,2023-09-23,-3.46629e-10
5145,2023-09-07,1.98418e-11
5146,2021-11-11,3.00764e-08
5147,2020-12-17,-1.85153e-10
5148,2021-10-24,-0.0627723
5149,2022-08-03,1.7438e-10
5150,2024-09-19,-6.06608e-11
5151,2023-03-06,-4.18528e-10
5152,2020-10-08,-1.64784e-09
5153,2021-03-10,-1.45892e-08
5154,2022-06-15,-5.40059e-09
5155,2023-09-10,0.0321513
5156,2024-09-21,-1.13467e-10
5157,2024-07-21,0.0138332
5158,2021-07-19,-0.0331134
5159,2024-06-29,-9.18404e-10
5160,2023-03-29,-1.0734e-09
5161,2021-03-27,1.3256e-08
5162,2022-10-13,1.87861e-10
5163,2021-04-14,5.95929e-12
5164,2023-07-11,-4.78885e-10
5165,2023-11-21,1.48341e-09
5166,2023-12-04,-2.29071e-10
5167,2021-01-23,-1.01396e-10
5168,2023-04-24,0.137007
5169,2020-10-03,-6.59819e-09
5170,2024-02-29,5.16487e-10
5171,2021-01-01,-2.66845e-10
5172,2024-05-01,-0.0085997
5173,2022-08-14,7.92049e-10
5174,2022-02-13,-4.45843e-10
5175,2024-03-01,1.37081e-07
5176,2021-09-01,-0.0134503
5177,2023-11-02,8.35422e-10
5178,2024-09-08,6.15528e-10
5179,2021-11-09,0.00230017
5180,2024-09-16,-2.49753e-10
5181,2021-08-16,1.48261e-09
5182,2021-04-18,-7.8647e-09
5183,2024-07-16,-7.28314e-11
5184,2021-07-09,0.0019341
5185,2022-03-19,-1.40467e-11
5186,2024-03-19,-7.35383e-11
5187,2024-02-16,-3.11483e-09
5188,2023-04-10,1.3052e-08
5189,2024-02-15,2.27831e-11
5190,2023-02-10,-5.48731e-11
5191,2022-04-23,-0.0209477
5192,2021-04-05,-0.0562741
5193,2024-10-30,0.0185844
5194,2021-08-30,-7.91895e-11
5195,2021-10-28,-4.8595e-12
5196,2021-05-27,8.69621e-10
5197,2022-04-29,-0.00016986
5198,2020-10-27,-1.40363e-10
5199,2021-05-20,1.59267e-09
5200,2023-06-06,3.92223e-09
5201,2023-03-10,-0.0138126
5202,2021-03-04,-2.68452e-09
5203,2022-04-07,0.0258211
5204,2023-01-21,0.0340528
5205,2024-04-16,-6.09659e-13
5206,2024-05-21,-2.62608e-09
5207,2023-04-06,-2.80297e-09
5208,2022-01-13,-3.22983e-10
5209,2022-09-22,-2.53553e-10
5210,2023-05-02,2.86424e-09
5211,2024-05-01,0.00321244
5212,2023-07-19,-0.000659628
5213,2023-05-11,0.0277976
5214,2023-10-21,-8.28496e-11
5215,2021-04-17,0.0500581
5216,2023-12-12,1.21067e-10
5217,2021-11-04,7.99133e-12
5218,2022-03-15,-2.78629e-10
5219,2022-05-16,-0.0248578
5220,2021-11-25,-2.90245e-10
5221,2022-08-26,1.63046e-11
5222,2024-05-14,-9.19904e-10
5223,2023-09-24,3.59997e-10
5224,2023-05-04,5.59568e-12
5225,2023-07-31,-0.348471
5226,2021-05-04,-0.0122862
5227,2022-03-15,0.188932
5228,2022-01-24,-9.75046e-08
5229,2023-05-25,-5.7275e-12
5230,2024-01-13,3.33054e-11
5231,2022-03-03,-1.82884e-11
5232,2024-01-22,-4.1686e-11
5233,2023-06-18,1.13369e-05
5234,2021-12-08,-1.93111e-09
5235,2023-02-05,1.96541e-09
5236,2024-03-09,7.42102e-10
5237,2021-06-13,-7.51072e-10
5238,2021-03-10,5.16863e-10
5239,2023-08-31,-5.40852e-11
5240,2022-04-30,-3.61216e-10
5241,2021-12-26,5.7776e-10
5242,2022-08-16,-1.03749e-09
5243,2024-08-21,1.85365e-09
5244,2023-11-13,2.23182e-09
5245,2022-10-09,0.0587245
5246,2021-06-15,1.31558e-10
5247,2024-01-05,-5.95893e-13
